mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,172.34,59.0,1.0,82.63,0,0,1,0,1,2,1,3,1,3,1,1,4,0,0,2,0,0,1,0,0,0
1,1608.81,54.0,0.0,77.92,0,0,1,1,1,0,1,4,0,1,2,3,5,2,3,1,2,0,2,0,1,3
1,1175.51,42.0,0.0,31.3,0,2,0,2,2,1,1,1,0,3,0,0,5,0,0,2,1,2,1,3,1,1
1,6083.72,44.0,0.0,13488.26,0,1,2,0,4,1,0,2,2,1,0,0,3,1,2,1,1,0,1,0,1,3
1,1591.34,48.0,2.0,85.45,0,0,0,1,1,2,1,2,0,3,1,2,2,1,2,1,2,2,2,1,0,3
1,1558.7,20.0,0.0,342.0,0,1,3,4,1,1,0,2,1,4,0,2,1,3,1,4,0,0,2,1,2,0
0,324.2,35.0,0.0,221.59,0,1,0,1,0,1,2,3,1,4,1,2,4,0,2,2,0,1,0,0,1,5
0,49.67,23.0,1.0,76.12,2,1,0,0,2,1,1,3,1,2,1,1,4,0,0,2,1,1,1,2,2,2
0,46.6,60.0,1.0,60.28,0,0,1,2,1,1,0,3,2,6,2,4,4,2,3,2,2,5,1,0,1,0
0,20.29,34.0,0.0,67.91,0,1,1,0,1,0,0,1,1,6,0,1,4,0,0,2,1,0,1,3,0,1
1,1497.56,47.0,0.0,142.79,0,0,2,2,1,1,1,2,2,1,1,2,1,0,1,3,2,3,0,0,1,3
0,200.5,38.0,2.0,139.98,0,0,3,1,0,0,2,2,2,4,0,1,3,1,1,0,0,2,1,0,2,1
0,12.26,42.0,1.0,86.69,0,2,2,1,1,0,0,1,2,6,4,2,2,0,0,2,0,4,0,2,0,2
1,1872.82,38.0,1.0,72.45,0,0,3,1,1,1,1,5,0,3,1,1,2,3,2,4,4,1,1,1,1,2
1,1260.32,25.0,0.0,49.19,0,0,0,1,1,1,0,2,1,1,1,1,3,3,0,1,1,0,2,0,2,2
0,154.21,25.0,1.0,27.47,0,2,0,1,1,0,1,7,1,2,2,2,1,1,0,5,1,3,0,1,1,0
1,1391.3,55.0,0.0,49.72,0,1,0,0,4,1,1,1,0,1,1,2,5,2,0,0,1,2,0,1,2,2
1,1612.73,38.0,1.0,23.9,0,2,1,2,1,0,0,2,1,3,2,2,4,2,1,2,0,2,2,1,1,3
1,2607.92,45.0,1.0,52.06,0,2,3,1,0,0,0,5,1,7,5,0,1,1,1,0,1,3,2,2,2,2
1,1042.3,42.0,1.0,9.49,0,0,1,1,1,2,0,1,1,1,1,1,5,0,1,0,0,1,1,0,1,3
0,15.36,28.0,1.0,30.17,0,4,1,1,2,2,0,0,2,2,3,0,1,0,2,0,2,0,0,0,2,1
0,5.25,23.0,0.0,54.34,0,2,1,3,0,1,0,2,0,2,0,1,7,2,0,5,0,5,5,0,2,2
1,1082.66,55.0,1.0,177.87,0,1,1,1,0,1,0,0,0,6,0,1,1,1,4,2,0,3,0,3,0,3
0,59.23,38.0,0.0,5.66,0,3,0,1,1,2,1,4,0,2,0,0,1,1,2,2,0,0,0,2,1,1
0,64.09,26.0,0.0,31.64,0,0,2,0,0,1,2,3,4,6,0,1,4,1,1,1,2,2,2,1,1,2
0,35.79,68.0,0.0,88.18,0,1,2,2,2,0,1,2,0,3,1,0,4,1,1,1,0,1,0,3,2,1
0,999.93,31.0,3.0,329.32,0,0,0,1,0,0,2,5,2,6,0,2,2,3,1,1,4,5,1,1,1,0
1,1346.67,36.0,1.0,223.98,0,0,0,1,0,1,1,2,0,4,1,0,4,2,0,2,1,1,0,1,0,4
1,1778.22,38.0,0.0,27.84,0,0,0,2,2,0,2,3,2,3,0,0,2,2,0,0,1,3,4,1,0,4
1,709.75,39.0,0.0,40.44,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,7,1,1,0,2,0,1
1,1520.69,24.0,0.0,137.29,0,0,1,2,1,2,1,1,0,3,0,0,2,3,0,0,2,3,1,0,2,3
1,1285.35,52.0,2.0,336.8,0,0,0,0,1,1,4,1,0,1,0,0,1,2,0,1,1,0,1,4,0,6
0,0.64,49.0,1.0,25.65,0,2,1,1,1,1,1,1,0,4,1,1,1,2,3,0,0,2,2,0,0,0
0,91.72,52.0,0.0,136.61,0,0,0,2,1,2,2,5,2,1,1,3,0,1,0,1,1,0,0,0,0,2
1,1264.76,20.0,0.0,56.1,0,1,2,1,0,1,1,2,2,0,1,0,3,1,1,5,1,1,1,3,0,2
1,1289.78,44.0,0.0,90.56,0,1,1,1,0,2,2,1,1,2,0,1,1,1,2,2,0,4,0,0,1,4
0,267.7,66.0,1.0,103.16,0,1,3,1,1,2,1,5,1,4,1,1,3,0,1,3,2,1,0,1,1,4
1,759.1,31.0,1.0,213.33,0,0,1,0,1,1,0,3,0,3,0,2,2,1,3,1,0,0,0,1,0,0
1,1530.22,34.0,0.0,77.33,0,0,1,0,1,0,2,2,1,6,1,0,1,2,0,2,0,4,1,2,2,2
0,173.85,25.0,0.0,239.86,0,1,1,1,0,4,1,3,0,2,0,0,1,0,0,2,0,2,1,1,0,1
0,61.97,40.0,0.0,17.4,1,0,2,0,3,1,1,2,1,2,0,0,4,0,0,2,0,1,0,1,0,0
0,4.08,33.0,0.0,4.57,0,2,2,1,0,1,1,3,2,3,1,0,3,0,2,1,1,2,2,1,1,2
1,1079.57,48.0,0.0,16.57,0,0,0,1,0,3,1,1,0,3,2,1,2,1,0,1,0,1,0,1,1,3
1,1209.59,23.0,0.0,271.89,0,1,1,1,2,0,0,0,2,1,3,1,1,1,0,2,0,2,3,0,0,2
1,1025.02,37.0,0.0,51.52,0,0,1,0,0,0,0,0,0,6,0,3,3,2,0,2,2,0,1,0,1,1
1,1353.45,83.0,2.0,76.42,0,0,0,0,2,1,1,2,1,4,0,1,0,0,2,2,1,1,2,1,3,1
1,1455.34,26.0,1.0,99.81,0,1,3,2,0,1,0,0,1,6,2,1,2,1,2,1,1,1,0,1,1,2
1,1273.99,25.0,1.0,346.85,0,1,0,2,2,0,0,5,0,1,0,0,0,0,0,0,1,3,1,1,1,3
1,1391.89,52.0,1.0,69.65,0,2,1,1,1,2,0,3,2,6,0,0,3,1,0,4,0,2,1,3,0,2
1,1925.72,41.0,0.0,24.01,0,0,3,0,1,1,3,1,0,4,0,1,2,4,2,2,2,2,0,0,2,5
1,889.52,38.0,0.0,111.48,0,1,0,0,2,0,1,1,2,1,1,2,2,0,0,2,0,1,2,0,0,1
0,131.64,27.0,0.0,30.72,0,2,1,0,0,2,1,0,0,4,1,1,0,2,3,3,0,1,1,1,2,0
1,1491.81,52.0,0.0,285.91,0,2,5,1,0,0,2,1,2,1,0,4,0,0,1,2,1,4,0,1,2,2
1,1462.88,21.0,0.0,94.88,0,0,2,0,2,2,0,2,0,5,0,2,2,0,2,2,0,4,0,0,1,2
1,1721.98,50.0,1.0,211.27,0,1,1,1,1,2,0,0,0,3,3,1,5,1,3,1,2,3,0,0,2,3
0,48.26,34.0,1.0,14.94,0,0,1,1,0,3,4,2,0,1,1,0,1,0,1,2,4,2,2,0,3,4
0,209.66,49.0,1.0,486.9,0,1,0,2,1,0,0,2,4,2,0,2,1,0,2,2,1,2,0,1,4,3
0,78.9,43.0,0.0,139.7,0,2,0,2,0,1,0,1,0,4,2,2,1,2,2,0,2,1,0,1,1,1
1,1122.0,28.0,2.0,57.85,1,1,1,0,1,2,2,1,1,2,0,1,2,0,1,3,0,2,1,2,0,2
1,1560.16,21.0,0.0,25.86,0,2,2,0,0,1,0,2,1,6,1,2,2,0,2,3,3,4,1,0,1,1
0,82.38,22.0,0.0,42.01,0,0,1,1,0,1,1,3,0,1,0,4,3,3,2,2,0,2,0,1,0,4
1,1306.65,37.0,0.0,83.08,0,0,1,0,1,0,1,1,1,2,0,2,1,1,2,4,2,2,3,0,2,0
1,1546.14,39.0,1.0,42.84,2,1,1,1,1,3,1,0,2,4,0,1,1,1,0,1,2,2,0,1,3,2
1,1007.16,33.0,0.0,239.12,0,1,1,0,2,0,1,1,0,3,0,1,0,1,1,0,1,4,0,1,1,1
1,877.42,37.0,0.0,55.05,1,4,1,2,1,0,1,1,1,2,0,0,0,0,1,1,0,2,0,4,0,0
0,61.17,36.0,0.0,189.36,0,3,0,0,1,0,0,3,0,3,1,3,3,0,1,2,2,1,0,0,0,4
1,1393.59,24.0,1.0,81.91,0,1,1,2,0,0,2,2,1,2,2,2,2,2,3,2,1,3,2,1,0,1
0,182.04,43.0,1.0,207.28,0,1,0,1,1,1,1,5,0,2,1,1,2,2,2,4,1,3,0,0,3,3
1,1512.8,42.0,1.0,362.6,0,2,2,1,0,1,1,4,2,3,1,1,3,3,0,1,0,2,2,0,1,2
0,232.37,38.0,1.0,262.79,1,1,2,5,1,2,0,1,1,3,2,0,1,1,2,0,2,4,0,2,1,4
0,23.26,40.0,0.0,82.19,0,3,0,2,0,2,1,1,0,2,1,2,4,1,1,2,1,1,1,0,0,2
1,1123.89,27.0,0.0,21.82,0,0,0,1,0,1,0,4,1,3,0,2,0,1,0,2,0,3,1,1,0,3
1,1279.47,58.0,0.0,116.16,0,0,2,1,1,2,0,1,0,2,1,3,3,0,1,3,1,2,2,0,2,1
1,775.79,33.0,0.0,111.43,0,1,0,1,0,2,1,2,1,0,1,0,2,2,3,1,0,2,0,0,1,0
0,4.74,44.0,1.0,68.2,0,1,0,0,1,1,0,3,1,2,1,2,3,3,2,0,2,2,1,0,1,4
1,1390.32,42.0,0.0,28.48,0,1,0,1,1,0,3,0,1,2,2,1,1,0,1,3,4,1,0,3,0,2
0,126.44,27.0,0.0,36.52,0,0,0,1,1,2,2,6,2,4,0,0,2,1,0,1,2,5,1,4,0,0
1,1085.44,53.0,0.0,22.12,0,1,0,0,3,1,0,0,1,1,1,0,3,0,2,0,1,2,0,2,4,0
1,1469.28,36.0,0.0,75.48,0,0,0,1,1,0,1,1,0,3,0,0,2,0,2,0,2,4,1,2,2,4
0,43.72,56.0,0.0,129.14,0,1,2,1,1,1,1,3,1,2,1,1,3,1,3,0,0,1,1,1,2,3
0,52.48,43.0,0.0,21.01,0,2,1,0,0,3,1,3,0,2,2,0,2,2,0,2,0,5,0,0,2,1
0,12.85,42.0,0.0,84.02,0,1,1,2,1,1,1,2,1,1,1,2,2,0,1,0,0,2,0,0,0,4
0,53.49,37.0,0.0,41.08,0,0,1,0,2,2,0,2,2,3,1,0,1,0,0,2,0,3,4,0,0,1
0,26.18,29.0,0.0,19.63,0,1,2,1,2,0,1,3,0,5,1,2,4,0,0,1,1,1,0,1,0,2
1,1441.0,35.0,0.0,4.88,0,0,0,0,1,1,2,4,2,2,0,0,2,1,1,1,1,3,3,2,0,2
1,1744.32,35.0,1.0,26.98,0,0,2,0,1,2,2,5,2,4,2,1,2,1,0,3,2,0,0,0,0,3
0,15.82,25.0,0.0,73.53,0,2,0,1,1,2,0,5,1,3,1,0,2,0,0,2,1,2,1,0,0,3
1,1416.48,36.0,0.0,40.94,0,1,1,2,0,1,1,6,0,6,3,0,0,0,1,1,3,1,0,1,0,0
1,1728.08,30.0,0.0,304.47,0,1,3,0,1,0,0,2,0,1,0,2,4,1,1,2,0,3,0,0,1,4
0,27.79,37.0,1.0,49.33,0,1,2,1,1,1,5,3,0,3,1,1,1,0,3,1,1,2,0,1,1,1
1,1356.45,27.0,1.0,84.34,0,1,0,0,2,0,3,4,0,5,1,1,2,1,0,2,1,2,0,2,1,1
1,1199.04,20.0,0.0,37.79,0,0,1,1,1,1,0,2,1,1,0,1,1,1,1,5,3,2,0,1,3,0
0,132.26,61.0,0.0,362.2,0,0,1,1,3,2,0,3,0,4,0,0,1,0,3,2,0,0,0,1,1,0
1,1380.9,42.0,0.0,100.68,1,2,0,0,0,1,0,5,3,3,0,0,3,1,2,3,1,1,1,1,1,1
1,1493.66,72.0,0.0,50.84,0,1,1,2,1,1,1,2,2,3,2,0,2,2,0,1,1,2,0,1,0,4
1,1221.16,31.0,0.0,28.32,0,3,1,1,2,1,0,3,1,4,0,0,1,0,0,0,0,3,2,0,1,1
0,103.92,57.0,0.0,26.02,0,1,0,0,1,0,2,1,0,3,1,1,3,0,2,3,2,4,2,1,1,0
1,1783.03,35.0,1.0,10.0,0,3,1,1,1,1,2,4,2,7,2,2,2,1,0,0,0,3,0,2,2,1
0,11.65,33.0,0.0,3.26,0,1,1,2,0,2,1,2,1,1,3,0,0,1,0,3,2,2,0,0,1,5
1,1172.28,32.0,0.0,59.32,0,3,1,1,0,2,1,3,2,4,1,1,1,1,2,0,0,1,0,2,2,0
0,107.14,28.0,0.0,85.79,0,0,1,2,0,1,0,4,1,0,1,1,4,2,1,2,2,3,2,0,0,2
0,37.43,33.0,1.0,30.6,0,0,3,1,0,1,3,1,1,1,0,0,6,2,2,0,0,2,3,2,3,1
1,1046.38,26.0,0.0,52.92,0,0,0,1,1,3,0,4,0,3,0,1,5,0,0,2,2,3,1,0,0,0
0,163.01,55.0,1.0,221.39,0,0,0,1,4,1,2,3,0,4,2,0,1,0,2,0,0,2,1,3,1,3
0,85.81,38.0,0.0,594.77,1,1,0,2,0,1,1,5,2,7,1,2,1,1,0,4,2,2,0,2,2,3
1,763.07,41.0,0.0,0.11,0,0,0,0,0,0,1,0,3,2,0,1,2,1,3,2,1,2,0,1,0,0
0,16.23,33.0,0.0,28.9,0,2,3,0,2,1,0,2,1,2,1,2,2,2,1,2,0,1,2,1,2,1
0,143.91,23.0,0.0,193.27,0,0,0,1,2,0,0,1,1,0,0,3,2,1,2,2,2,1,0,1,1,3
1,1249.38,28.0,1.0,141.07,0,2,1,0,1,1,2,1,0,2,0,1,0,0,1,2,4,1,0,0,0,1
0,78.22,45.0,0.0,318.75,0,1,1,1,1,3,0,5,2,2,0,0,3,2,0,1,1,1,2,1,3,6
0,111.16,45.0,1.0,76.76,0,0,0,0,1,0,1,1,1,4,3,0,2,3,2,2,2,2,2,0,0,3
0,59.34,33.0,0.0,35.5,0,2,1,1,0,0,0,1,2,1,1,0,1,2,1,1,1,2,1,1,1,2
1,1441.14,30.0,0.0,120.45,0,2,0,3,2,1,2,1,1,1,0,2,1,2,1,4,2,0,0,1,2,2
0,86.86,35.0,0.0,112.29,0,1,0,3,1,1,2,1,0,5,1,0,2,1,5,1,1,0,0,1,1,2
1,1077.74,39.0,0.0,229.61,0,0,1,1,1,0,1,4,0,1,0,1,1,1,0,2,0,2,1,0,1,3
1,1123.22,40.0,0.0,74.56,0,1,0,0,0,0,0,2,0,2,0,0,1,2,2,0,3,0,0,0,2,4
0,28.6,35.0,0.0,9.1,1,2,1,1,0,0,1,3,1,3,0,2,0,1,1,2,0,1,2,1,0,0
0,63.98,29.0,0.0,73.13,0,0,0,1,0,2,0,2,0,6,0,2,3,2,2,1,0,2,0,1,0,1
1,1281.71,19.0,0.0,32.74,0,0,1,2,0,1,0,3,0,3,2,1,2,1,1,1,1,1,1,1,1,2
0,35.4,43.0,1.0,5.2,0,0,0,1,2,2,1,2,4,1,1,0,0,3,2,1,5,0,1,0,2,5
0,49.54,55.0,0.0,97.46,0,2,1,2,2,1,1,0,2,2,1,2,0,1,0,2,0,2,0,3,0,3
0,8.61,31.0,2.0,8.2,0,1,1,2,1,0,1,3,2,1,2,2,1,0,0,3,0,3,1,0,0,4
0,16.0,76.0,0.0,27.47,0,1,1,1,1,1,0,1,2,6,1,1,1,0,1,1,0,3,0,0,1,2
1,1373.43,40.0,0.0,61.58,0,2,0,2,0,1,1,1,1,1,0,1,5,0,0,4,3,1,2,2,1,1
0,0.15,37.0,0.0,22.21,0,0,1,1,0,2,1,1,2,3,0,0,1,1,2,1,1,2,1,1,0,1
1,1149.6,40.0,1.0,139.29,0,0,0,0,3,1,1,1,1,2,1,2,3,1,1,2,0,2,2,0,0,2
0,46.33,40.0,1.0,73.78,0,2,0,1,0,1,0,2,2,2,1,1,1,0,1,3,1,3,3,1,1,0
0,43.55,36.0,0.0,267.77,0,1,0,1,2,0,0,2,0,1,0,2,4,0,0,1,1,1,4,0,2,1
1,996.54,30.0,0.0,144.37,0,1,0,0,1,1,0,5,3,3,0,0,1,0,0,2,0,1,0,0,1,1
0,16.18,29.0,0.0,36.41,0,3,1,3,0,1,1,2,1,1,1,0,0,3,1,3,2,1,2,0,0,0
0,8.72,41.0,0.0,204.09,0,1,2,1,0,0,1,1,0,1,2,0,2,0,1,0,3,3,0,0,0,2
1,1469.04,20.0,0.0,98.69,0,0,3,0,2,0,0,1,1,7,1,1,0,3,1,3,0,2,1,1,0,2
0,52.7,24.0,1.0,164.67,0,0,1,0,1,3,1,0,3,1,1,0,3,1,0,1,2,2,1,2,2,1
1,1179.91,28.0,2.0,82.73,0,3,0,2,0,0,1,1,1,2,3,1,3,1,1,0,1,3,0,0,1,1
1,1735.61,28.0,0.0,305.61,0,1,2,1,0,2,1,0,2,4,1,1,5,1,2,5,1,0,1,1,2,2
1,948.22,24.0,0.0,12.48,0,3,0,1,0,2,0,2,0,4,0,0,0,1,0,5,0,2,0,2,0,3
1,1092.64,41.0,0.0,35.62,0,0,1,1,0,0,1,1,1,4,1,1,1,2,3,1,1,1,0,1,0,2
1,956.48,62.0,2.0,67.51,0,0,0,1,0,0,2,0,1,5,0,1,1,0,0,4,0,2,1,1,1,0
0,71.36,31.0,1.0,161.84,0,1,1,0,0,0,2,2,2,2,1,2,4,2,0,2,0,1,2,1,1,0
1,1321.68,32.0,0.0,139.26,1,0,2,1,0,0,0,3,0,1,0,0,2,2,0,3,0,2,1,2,1,5
0,29.61,37.0,2.0,14.36,1,3,0,1,0,0,0,2,0,1,0,1,2,1,0,0,1,0,3,1,0,2
0,14.13,32.0,1.0,33.9,0,0,3,0,0,2,1,4,1,2,0,4,3,0,2,2,0,2,1,0,2,3
1,1438.35,51.0,0.0,74.43,0,1,1,2,0,5,3,1,0,3,0,0,1,0,1,1,0,2,3,2,2,3
1,928.16,31.0,1.0,73.36,1,3,0,1,0,0,0,2,1,3,0,2,2,2,0,4,0,1,1,2,0,1
0,20.87,32.0,0.0,71.53,2,0,1,0,2,2,1,2,1,0,2,3,3,2,2,1,1,5,1,0,2,3
0,14.45,23.0,1.0,107.41,0,0,1,2,0,0,0,3,0,3,2,2,5,3,3,3,2,5,0,1,3,2
1,1391.46,34.0,0.0,205.07,0,0,0,0,1,0,0,1,1,1,1,0,2,2,0,4,1,3,1,0,0,2
1,1128.69,44.0,0.0,311.03,0,1,1,0,2,0,1,1,2,1,0,1,3,4,0,2,1,2,1,1,0,0
1,1980.19,37.0,0.0,134.84,1,0,1,2,3,0,1,3,1,2,0,1,7,2,3,2,0,1,1,2,2,4
1,1297.95,31.0,0.0,126.83,0,3,1,1,1,2,1,2,3,4,1,1,3,1,2,3,0,1,0,1,1,0
0,5.72,38.0,0.0,88.4,0,0,1,1,2,0,0,2,1,3,0,1,1,0,1,0,1,2,2,0,1,1
1,1912.14,49.0,1.0,107.55,0,0,1,4,1,1,1,2,0,3,0,0,1,0,1,0,2,6,2,1,0,1
1,1384.77,31.0,0.0,138.63,0,0,1,0,1,1,0,2,1,3,4,0,5,1,0,1,1,1,0,0,1,2
1,1560.15,41.0,0.0,81.7,0,0,1,2,1,0,1,2,0,3,1,1,1,0,1,1,2,3,2,0,2,3
1,1368.37,46.0,1.0,188.67,0,3,1,1,2,0,0,0,1,3,1,3,2,0,0,1,1,0,0,4,0,4
0,18.83,41.0,0.0,38.32,0,3,0,1,0,1,0,2,0,3,1,3,1,1,1,1,0,4,0,1,0,0
1,1283.17,30.0,0.0,14.87,0,0,1,0,1,1,0,2,0,6,0,1,3,1,1,4,1,3,3,0,0,1
0,72.27,29.0,1.0,66.68,0,0,3,2,1,2,2,5,4,5,0,0,1,1,0,3,1,3,1,2,1,4
1,1311.27,52.0,1.0,5840.91,1,0,5,0,0,1,1,0,0,0,1,1,2,1,4,2,0,4,4,0,0,1
0,9.2,38.0,0.0,8.5,0,2,1,0,1,1,2,3,2,3,1,1,3,2,1,2,0,0,0,1,1,3
1,1656.56,21.0,1.0,211.42,0,1,2,0,1,1,0,1,1,4,1,2,3,1,2,2,1,4,0,1,1,2
0,86.91,53.0,2.0,32.2,0,3,4,2,2,2,0,1,1,1,1,0,1,5,0,1,2,0,1,1,1,1
1,1788.01,40.0,0.0,95.37,0,1,3,0,1,1,1,3,0,3,1,2,2,1,1,2,1,3,3,1,1,2
0,18.59,30.0,1.0,26.2,1,0,2,1,2,0,0,3,1,1,2,3,2,0,0,1,1,2,0,0,3,1
0,80.59,30.0,0.0,258.29,0,2,0,1,1,3,0,1,3,6,3,1,3,0,1,4,2,4,2,0,3,2
1,1071.19,32.0,0.0,72.9,0,1,3,2,2,0,0,0,1,2,0,3,2,1,0,4,0,1,0,0,1,1
1,1790.79,33.0,2.0,152.29,0,1,2,0,0,2,1,2,0,4,4,2,1,1,0,1,1,3,2,0,4,2
0,10.25,53.0,1.0,39.11,0,0,2,0,0,0,2,4,1,4,1,1,2,0,1,3,2,1,1,0,2,2
1,1454.72,23.0,1.0,2.72,1,0,0,0,0,0,3,2,1,5,2,0,6,0,2,2,2,4,0,0,0,1
0,32.93,34.0,0.0,40.48,0,2,3,3,0,2,2,3,0,2,1,3,1,0,1,0,0,1,0,3,1,1
1,5540.82,30.0,0.0,4364.57,0,0,1,2,1,0,2,3,2,3,1,0,0,3,2,1,2,3,0,1,4,3
1,1266.32,46.0,0.0,1.51,0,0,0,1,0,2,1,3,1,2,0,0,3,1,1,1,0,2,1,1,2,3
1,1451.73,34.0,0.0,124.7,0,0,2,0,2,0,0,0,0,2,1,1,2,1,1,1,3,3,0,1,1,4
0,73.76,38.0,0.0,28.83,0,0,1,2,0,3,0,2,4,5,0,1,1,2,0,1,0,0,1,1,1,1
0,595.37,28.0,1.0,232.2,0,3,0,0,0,1,0,1,0,6,0,0,1,0,1,1,3,3,2,2,3,0
1,1617.89,29.0,1.0,63.3,0,1,3,1,2,4,1,0,1,1,1,1,2,0,1,0,2,1,2,3,1,3
0,336.4,26.0,0.0,297.85,0,2,4,0,2,1,0,5,0,3,0,1,2,1,0,3,2,1,0,2,1,4
1,1405.35,30.0,1.0,97.9,0,1,1,2,3,0,0,4,1,4,1,1,4,1,1,4,1,1,1,1,0,0
1,1466.27,26.0,1.0,69.22,0,0,4,0,0,1,0,3,1,4,3,0,0,1,0,2,0,3,2,1,1,2
1,1506.04,29.0,0.0,7.97,1,2,0,0,1,0,1,2,0,5,0,1,5,2,0,3,0,2,0,2,1,5
0,5.76,39.0,1.0,17.58,0,0,0,1,0,0,0,2,1,3,1,0,3,1,0,1,2,2,2,0,2,1
1,1415.93,39.0,0.0,108.33,2,1,1,1,2,0,1,5,0,5,1,2,2,1,0,2,0,1,0,0,0,1
1,1806.58,39.0,0.0,83.64,0,0,0,1,1,0,2,1,1,7,1,1,4,1,2,1,1,5,0,2,1,4
0,53.54,63.0,1.0,24.62,0,2,0,1,0,0,1,0,2,5,1,1,1,1,1,4,0,3,1,1,0,1
0,7.94,37.0,0.0,52.31,0,0,1,0,1,0,7,3,2,6,1,1,3,2,0,4,1,2,0,0,3,0
0,70.94,24.0,0.0,82.13,0,0,2,0,0,1,2,4,1,3,2,1,1,2,1,1,1,4,2,1,0,1
0,2.6,39.0,0.0,35.6,0,0,2,1,0,0,2,3,0,4,1,1,4,1,0,2,1,3,5,0,0,2
0,205.74,51.0,1.0,41.22,0,1,1,1,1,0,0,1,2,0,1,2,3,1,0,1,2,2,2,0,0,3
1,1653.63,20.0,0.0,46.11,0,1,2,1,3,2,2,2,0,1,1,1,4,0,1,4,1,2,0,3,0,4
1,1384.12,39.0,0.0,85.87,0,0,0,0,2,1,1,2,0,5,0,2,5,2,0,5,0,4,1,1,1,2
1,1352.45,40.0,0.0,4.99,0,2,0,4,2,2,0,2,0,2,1,0,0,0,1,1,0,3,2,2,0,4
0,10.0,31.0,0.0,77.86,0,2,2,0,1,2,0,2,2,5,1,1,2,2,3,2,1,3,2,3,2,4
1,1677.84,34.0,0.0,99.37,0,1,2,1,0,2,0,4,3,4,0,0,2,0,1,2,1,1,1,2,2,4
1,1355.06,34.0,0.0,35.45,0,2,1,1,0,1,2,2,1,3,1,0,1,3,1,3,0,1,1,1,1,3
1,1325.47,51.0,1.0,219.36,0,1,0,1,1,1,0,4,1,2,0,2,2,0,1,0,1,2,4,2,1,2
0,21.66,26.0,0.0,36.93,0,1,0,1,0,1,1,4,1,5,1,0,7,0,1,1,1,6,2,0,1,2
1,1228.09,30.0,0.0,68.78,0,2,0,1,0,0,0,0,2,3,1,1,4,1,3,2,1,0,1,0,2,2
1,2451.74,24.0,0.0,2103.54,0,0,1,1,2,1,2,3,0,4,0,1,5,2,1,2,1,4,2,0,3,1
1,1227.21,35.0,0.0,30.94,0,0,1,1,2,2,0,3,2,2,1,1,1,0,2,1,0,1,1,1,1,2
1,1384.83,39.0,1.0,368.18,0,0,0,1,2,2,0,2,3,5,1,1,3,1,3,2,1,1,1,1,0,1
1,1655.51,29.0,0.0,115.6,0,0,0,1,0,1,2,1,1,6,0,1,1,0,0,3,2,0,1,0,1,4
1,1348.4,34.0,0.0,4.04,0,0,1,0,2,1,2,1,0,3,0,2,3,1,0,1,0,1,2,0,3,2
0,142.72,43.0,0.0,55.07,0,0,1,3,0,1,0,1,2,7,3,0,0,1,2,4,1,3,2,2,0,5
0,206.14,27.0,0.0,188.36,0,1,1,0,2,1,1,4,1,2,1,0,2,0,2,0,2,2,1,1,2,2
1,1010.12,38.0,1.0,56.8,0,1,0,1,0,1,0,2,1,2,0,1,0,0,0,3,0,1,1,0,1,2
0,46.52,24.0,0.0,95.48,0,0,0,1,0,0,1,4,2,1,1,0,2,0,0,1,2,1,2,1,2,0
0,51.93,29.0,1.0,14.89,1,0,1,0,0,0,2,5,1,3,1,0,0,2,0,1,2,2,1,0,1,2
0,6.93,26.0,0.0,1.86,0,2,3,0,0,1,0,2,0,4,0,1,3,1,0,3,1,1,1,0,0,3
0,51.27,26.0,1.0,64.7,0,1,1,2,0,0,0,1,3,3,0,3,1,1,0,3,1,2,1,1,1,2
1,1415.25,50.0,1.0,269.98,0,1,0,2,0,0,1,8,0,1,0,2,1,3,0,2,0,0,1,0,1,4
0,148.19,30.0,0.0,197.87,0,3,1,1,2,0,2,1,1,4,0,0,3,1,1,3,0,4,0,1,1,2
0,41.45,68.0,0.0,74.94,0,2,0,0,1,1,0,1,1,3,1,0,1,1,2,3,0,1,3,0,3,1
1,809.99,36.0,1.0,21.21,0,1,0,1,0,0,1,1,1,3,0,1,2,1,0,1,1,3,0,0,0,1
0,261.13,22.0,1.0,718.21,0,1,0,4,2,0,0,4,1,4,1,1,1,0,0,0,1,1,3,0,0,1
0,103.64,39.0,0.0,56.09,0,3,0,0,0,0,0,1,1,2,0,1,1,1,0,2,2,5,0,0,2,0
0,21.77,38.0,1.0,45.97,0,0,1,1,2,0,2,1,0,5,0,1,1,1,3,0,0,0,1,0,2,2
1,1832.22,26.0,0.0,195.11,0,1,1,0,0,1,3,4,5,4,0,2,3,0,0,2,2,1,0,1,1,4
0,39.49,37.0,1.0,43.14,0,1,1,0,2,2,0,1,1,4,0,1,2,0,1,1,1,0,0,0,3,4
0,77.33,52.0,0.0,153.17,1,2,2,0,1,1,0,1,1,2,0,0,4,1,0,2,0,3,0,1,1,4
0,0.17,42.0,0.0,63.74,0,0,1,0,2,0,1,4,1,3,2,0,3,4,3,1,2,2,0,2,3,5
0,3.97,47.0,0.0,108.81,0,0,0,0,0,1,0,3,1,1,0,2,0,2,1,2,0,1,1,2,1,3
0,31.47,51.0,0.0,51.37,0,0,2,0,1,2,1,1,1,3,1,2,2,2,2,2,1,1,1,1,0,2
